"Sorting.Number" "Order" "Taxon..Dyntaxa.2017." "Taxon.in.Gärdenfors.et.al...2003." "Linné..1761." "Wahlgren...Tullgren..1922." "Gärdenfors.et.al...2003." "Corrected.values.2003" "Dyntaxa.2017" "Corrected.values.2017" "Sweden.estimated.total" "New.species.to.science.since.2003" "Estimate.minus.known.2003" "Estimate.minus.known.2017" "Main.feeding.niche" "Main.feeding.habitat" "Expert.estimate"
"640" 40 "Diptera" "Rhinophoridae" "Rhinophoridae " 0 10 9 9 9 9 9 0 0 0 "Saprophage-parasitoid" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"641" 40 "Diptera" "Sarcophagidae" "Sarcophagidae " 1 51 78 78 84 84 84 0 6 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"642" 40 "Diptera" "Scathophagidae" "Scathophagidae " 4 74 91 91 97 97 105 1 14 8 "Phytophagous" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"643" 40 "Diptera" "Scenopinidae" "Scenopinidae " 1 2 2 2 2 2 3 0 1 1 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"644" 40 "Diptera" "Sciomyzidae" "Sciomyzidae " 1 53 78 77 80 80 83 0 6 3 "Predator" "Water" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"645" 40 "Diptera" "Sepsidae" "Sepsidae " 2 33 32 34 36 36 38 0 4 2 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"646" 40 "Diptera" "Sphaeroceridae" "Sphaeroceridae " 0 60 138 138 149 149 165 0 27 16 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"647" 40 "Diptera" "Stenomicridae" "Stenomicridae " 0 0 2 2 3 3 3 1 1 0 "Saprophagous" "Water" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"648" 40 "Diptera" "Stratiomyidae" "Stratiomyidae " 7 43 45 45 46 46 46 1 1 0 "Saprophagous" "Water" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"649" 40 "Diptera" "Strongylophthalmyiidae" "Strongylophthalmyiidae " 0 1 2 2 2 2 2 0 0 0 "Saprophagous" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"650" 40 "Diptera" "Syrphidae" "Syrphidae " 35 246 368 368 398 398 415 6 47 17 "Predator" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"651" 40 "Diptera" "Tabanidae" "Tabanidae " 8 32 45 45 45 45 46 0 1 1 "Predator" "Water" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"652" 40 "Diptera" "Tachinidae" "Tachinidae " 4 202 360 360 373 373 415 3 55 42 "Phytophage-parasitoid" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"653" 40 "Diptera" "Tanypezidae" "Tanypezidae " 0 1 1 1 1 1 1 0 0 0 "Saprophagous" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"654" 40 "Diptera" "Tephritidae" "Tephritidae " 9 45 74 76 81 81 88 0 12 7 "Phytophagous" "Plants" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"655" 40 "Diptera" "Therevidae" "Therevidae " 2 17 20 20 22 22 23 0 3 1 "Predator" "Soil" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"656" 40 "Diptera" "Trixoscelididae" "Heleomyzidae (pars)" 0 4 4 4 4 4 4 0 0 0 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"657" 40 "Diptera" "Ulidiidae" "Ulidiidae " 3 28 17 16 19 19 20 0 4 1 "Saprophagous" "Temporary habitats" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"658" 40 "Diptera" "Xylomyidae" "Xylomyidae " 0 0 3 3 3 3 3 0 0 0 "Saprophagous" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"659" 40 "Diptera" "Xylophagidae" "Xylophagidae " 0 4 5 5 5 5 5 0 0 0 "Predator" "Wood" "Sven Hellqvist (2007 estimates by Ingemar Struwe)"
"660" 44 "Strepsiptera" "Elenchidae" "Elenchidae " 0 0 1 1 1 1 1 0 0 0 "Phytophage-parasitoid" "Plants" "Rasmus Hovmöller"
"661" 44 "Strepsiptera" "Halictophagidae" "Halictophagidae " 0 0 1 1 2 1 1 0 0 0 "Phytophage-parasitoid" "Plants" "Rasmus Hovmöller"
"662" 44 "Strepsiptera" "Stylopidae" "Stylopidae (pars)" 0 1 4 4 4 4 10 0 6 6 "Phytophage-parasitoid" "Plants" "Rasmus Hovmöller"
"663" 44 "Strepsiptera" "Xenidae" "Stylopidae (pars)" 0 1 1 1 1 1 1 0 0 0 "Phytophage-parasitoid" "Plants" "Rasmus Hovmöller"
